11/24/2009,147.3530
11/25/2009,147.0050
11/26/2009,146.5810
11/27/2009,144.1990
11/28/2009,141.940
11/29/2009,142.9270
11/30/2009,143.0740
12/01/2009,142.6350
12/02/2009,143.3820
12/03/2009,144.8590
12/04/2009,146.2620
12/05/2009,147.0180
12/06/2009,149.2440
12/07/2009,149.1740
12/08/2009,147.6930
12/09/2009,145.3750
12/10/2009,143.2340
12/11/2009,143.4730
12/12/2009,144.7030
12/13/2009,144.9550
12/14/2009,144.9280
12/15/2009,144.170
12/16/2009,145.1350
12/17/2009,146.1480
12/18/2009,145.8630
12/19/2009,145.5870
12/20/2009,146.3050
12/21/2009,146.2890
12/22/2009,146.0190
12/23/2009,146.5140
12/24/2009,146.3380
12/25/2009,146.1660
12/26/2009,146.0650
12/27/2009,145.7730
12/28/2009,145.9410
12/29/2009,146.280
12/30/2009,146.7230
12/31/2009,146.9220
